Distance,Frequency
249,1
5,1
37,2
148,1
22,1
75,1
203,1
33,1
8,1
24,1
181,1
105,1
3,1
2,2
44,1
100,1
134,1
155,2
4,1
79,1
21,3
171,1
87,1
196,1
20,1
257,1
215,1
