Distance,Frequency
378,1
255,1
98,1
987,1
617,1
52,1
84,1
68,1
206,1
82,1
96,1
148,1
15,1
100,1
133,1
2,1
291,1
56,1
160,2
216,1
1015,1
50,1
30,1
14,1
168,1
794,1
83,1
92,1
343,1
211,1
1,1
