Word,Frequency
the,157
of,116
and,101
to,84
our,50
a,41
in,38
we,32
that,25
is,24
for,22
power,19
it,19
i,18
be,16
america,16
as,16
but,15
people,15
all,13
from,13
us,12
american,11
are,11
this,10
nation,10
know,10
their,9
world,9
must,8
an,8
who,8
fair,8
than,7
not,7
up,7
have,7
ever,7
so,7
was,7
president,7
more,7
can,6
she,6
after,6
new,6
me,6
time,6
administration,6
statue,6
