Distance,Frequency
82,1
1396,1
836,1
76,1
582,1
129,1
4,1
6,1
524,1
305,1
21,1
518,1
2,1
318,1
130,1
332,1
17,1
29,1
212,1
919,1
35,1
174,1
28,1
169,1
7,2
148,1
