Distance,Frequency
498,1
127,1
8,1
94,1
89,1
20,1
73,1
168,1
166,1
12,1
10,1
16,1
46,1
62,1
136,1
15,2
174,1
41,1
54,1
256,1
17,1
207,1
24,2
104,1
75,1
29,1
22,1
175,1
