Word,Frequency
the,186
to,137
and,122
of,86
we,72
in,65
i,52
a,51
our,35
that,33
it,28
as,25
on,24
war,24
for,24
but,24
world,21
is,21
with,19
not,19
people,18
this,18
was,17
will,17
have,17
more,16
are,15
their,15
be,14
at,12
new,12
against,11
must,11
from,11
than,11
united,11
us,11
all,10
also,10
future,9
has,9
end,9
un,9
states,9
together,8
ai,8
an,8
there,8
countries,8
ukraine,8
