Word,Frequency
the,336
to,261
and,231
of,165
a,130
we,125
in,116
for,88
that,73
i,65
our,58
is,55
on,48
are,45
more,44
it,43
will,41
have,40
not,38
but,37
at,36
america,34
all,34
with,34
from,33
their,33
do,29
people,28
this,28
so,27
american,25
us,25
last,24
who,24
can,24
up,24
law,23
just,23
down,22
make,22
as,22
world,20
was,20
be,20
together,20
when,20
them,19
new,18
act,18
been,18
