Distance,Frequency
33,2
150,1
29,3
79,1
49,1
42,2
36,1
12,4
31,1
35,1
11,4
15,5
18,1
88,1
98,1
50,3
193,1
106,1
53,1
6,5
83,1
67,1
80,1
44,1
28,1
14,1
140,1
13,1
92,1
183,1
86,2
149,1
61,2
82,2
24,2
139,1
5,5
122,1
2,4
69,1
194,1
60,2
72,1
115,1
32,4
19,3
1,7
205,1
4,2
9,2
66,2
25,1
159,1
17,6
65,1
73,2
96,1
8,3
59,1
16,3
37,2
191,1
23,1
38,1
30,1
76,1
27,2
144,1
39,1
45,1
94,1
7,7
93,1
75,1
20,4
10,7
100,2
114,1
3,8
250,1
70,1
57,2
