Distance,Frequency
15,1
138,1
35,1
5,7
32,1
8,6
7,3
19,3
1,2
31,1
48,2
73,1
30,1
33,2
11,4
114,1
20,2
13,4
9,4
2,10
22,1
23,2
10,5
4,6
36,3
55,2
82,1
29,2
18,2
12,4
17,2
169,1
14,6
21,4
3,4
58,1
62,1
57,1
6,8
24,2
